price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
32900,4040,2,1,1,1,0,0,0,0,0,0,unfurnished
32900,2145,3,1,2,1,0,1,0,0,0,1,furnished
32900,5880,3,1,1,1,0,0,0,0,1,0,unfurnished
32550,4500,2,1,1,0,0,0,0,0,0,0,semi-furnished
32550,3930,2,1,1,0,0,0,0,0,0,0,unfurnished
32340,3640,4,1,2,1,0,1,0,0,0,0,unfurnished
32200,4370,3,1,2,1,0,0,0,0,0,0,unfurnished
32200,2684,2,1,1,1,0,0,0,1,1,0,unfurnished
32200,4320,3,1,1,0,0,0,0,0,1,0,unfurnished
32200,3120,3,1,2,0,0,0,0,0,0,0,furnished
31500,3450,1,1,1,1,0,0,0,0,0,0,furnished
31500,3986,2,2,1,0,1,1,0,0,1,0,unfurnished
31500,3500,2,1,1,0,0,1,0,0,0,0,semi-furnished
31500,4095,2,1,1,1,0,0,0,0,2,0,semi-furnished
31500,1650,3,1,2,0,0,1,0,0,0,0,unfurnished
31500,3450,3,1,2,1,0,1,0,0,0,0,semi-furnished
31500,6750,2,1,1,1,0,0,0,0,0,0,semi-furnished
31500,9000,3,1,2,1,0,0,0,0,2,0,semi-furnished
31500,3069,2,1,1,1,0,0,0,0,1,0,unfurnished
31430,4500,3,1,2,1,0,0,0,1,0,0,unfurnished
31290,5495,3,1,1,1,0,1,0,0,0,0,unfurnished
31188,2398,3,1,1,1,0,0,0,0,0,1,semi-furnished
31150,3000,3,1,1,0,0,0,0,1,0,0,unfurnished
31150,3850,3,1,2,1,0,0,0,0,0,0,unfurnished
31150,3500,2,1,1,1,0,0,0,0,0,0,unfurnished
30870,8100,2,1,1,1,0,0,0,0,1,0,unfurnished
30800,4960,2,1,1,1,0,1,0,1,0,0,unfurnished
30800,2160,3,1,2,0,0,1,0,0,0,0,semi-furnished
30800,3090,2,1,1,1,1,1,0,0,0,0,unfurnished
30800,4500,2,1,2,1,0,0,1,0,1,0,semi-furnished
30450,3800,2,1,1,1,0,0,0,0,0,0,unfurnished
30100,3090,3,1,2,0,0,0,0,0,0,0,semi-furnished
30100,3240,3,1,2,1,0,0,0,0,2,0,semi-furnished
30100,2835,2,1,1,1,0,0,0,0,0,0,semi-furnished
30100,4600,2,1,1,1,0,0,0,0,0,0,furnished
30100,5076,3,1,1,0,0,0,0,0,0,0,unfurnished
30100,3750,3,1,2,1,0,0,0,0,0,0,unfurnished
30100,3630,4,1,2,1,0,0,0,0,3,0,semi-furnished
30030,8050,2,1,1,1,0,0,0,0,0,0,unfurnished
29750,4352,4,1,2,0,0,0,0,0,1,0,unfurnished
29610,3000,2,1,2,1,0,0,0,0,0,0,semi-furnished
29400,5850,3,1,2,1,0,1,0,0,1,0,unfurnished
29400,4960,2,1,1,1,0,0,0,0,0,0,unfurnished
29400,3600,3,1,2,0,0,0,0,0,1,0,unfurnished
29400,3660,4,1,2,0,0,0,0,0,0,0,unfurnished
29400,3480,3,1,2,0,0,0,0,0,1,0,semi-furnished
29400,2700,2,1,1,0,0,0,0,0,0,0,furnished
29400,3150,3,1,2,0,0,0,0,0,0,0,unfurnished
29400,6615,3,1,2,1,0,0,0,0,0,0,semi-furnished
28700,3040,2,1,1,0,0,0,0,0,0,0,unfurnished
28700,3630,2,1,1,1,0,0,0,0,0,0,unfurnished
28700,6000,2,1,1,1,0,0,0,0,0,0,semi-furnished
28700,5400,4,1,2,1,0,0,0,0,0,0,unfurnished
28525,5200,4,1,3,1,0,0,0,0,0,0,unfurnished
28350,3300,3,1,2,0,0,0,0,0,1,0,semi-furnished
28350,4350,3,1,2,0,0,0,1,0,1,0,unfurnished
28350,2640,2,1,1,0,0,0,0,0,1,0,furnished
28000,2650,3,1,2,1,0,1,0,0,1,0,unfurnished
28000,3960,3,1,1,1,0,0,0,0,0,0,furnished
27300,6800,2,1,1,1,0,0,0,0,0,0,unfurnished
27300,4000,3,1,2,1,0,0,0,0,1,0,unfurnished
26950,4000,2,1,1,1,0,0,0,0,0,0,unfurnished
26600,3934,2,1,1,1,0,0,0,0,0,0,unfurnished
26600,2000,2,1,2,1,0,0,0,0,0,0,semi-furnished
26600,3630,3,3,2,0,1,0,0,0,0,0,unfurnished
26600,2800,3,1,1,1,0,0,0,0,0,0,unfurnished
26600,2430,3,1,1,0,0,0,0,0,0,0,unfurnished
26600,3480,2,1,1,1,0,0,0,0,1,0,semi-furnished
26600,4000,3,1,1,1,0,0,0,0,0,0,semi-furnished
26530,3185,2,1,1,1,0,0,0,1,0,0,unfurnished
26530,4000,3,1,2,1,0,0,0,1,0,0,unfurnished
26040,2910,2,1,1,0,0,0,0,0,0,0,unfurnished
25900,3600,2,1,1,1,0,0,0,0,0,0,unfurnished
25900,4400,2,1,1,1,0,0,0,0,0,0,unfurnished
25900,3600,2,2,2,1,0,1,0,0,1,0,furnished
25200,2880,3,1,1,0,0,0,0,0,0,0,unfurnished
25200,3180,3,1,1,0,0,0,0,0,0,0,unfurnished
25200,3000,2,1,2,1,0,0,0,0,0,0,furnished
24850,4400,3,1,2,1,0,0,0,0,0,0,unfurnished
24850,3000,3,1,2,0,0,0,0,0,0,0,semi-furnished
24500,3210,3,1,2,1,0,1,0,0,0,0,unfurnished
24500,3240,2,1,1,0,1,0,0,0,1,0,unfurnished
24500,3000,2,1,1,1,0,0,0,0,1,0,unfurnished
24500,3500,2,1,1,1,1,0,0,0,0,0,unfurnished
24500,4840,2,1,2,1,0,0,0,0,0,0,unfurnished
24500,7700,2,1,1,1,0,0,0,0,0,0,unfurnished
24080,3635,2,1,1,0,0,0,0,0,0,0,unfurnished
23800,2475,3,1,2,1,0,0,0,0,0,0,furnished
23800,2787,4,2,2,1,0,0,0,0,0,0,furnished
23800,3264,2,1,1,1,0,0,0,0,0,0,unfurnished
23450,3640,2,1,1,1,0,0,0,0,0,0,unfurnished
23100,3180,2,1,1,1,0,0,0,0,0,0,unfurnished
22750,1836,2,1,1,0,0,1,0,0,0,0,semi-furnished
22750,3970,1,1,1,0,0,0,0,0,0,0,unfurnished
22750,3970,3,1,2,1,0,1,0,0,0,0,unfurnished
22400,1950,3,1,1,0,0,0,1,0,0,0,unfurnished
22330,5300,3,1,1,0,0,0,0,1,0,1,unfurnished
21350,3000,2,1,1,0,0,0,0,0,0,0,unfurnished
21000,2400,3,1,2,1,0,0,0,0,0,0,unfurnished
21000,3000,4,1,2,1,0,0,0,0,0,0,unfurnished
21000,3360,2,1,1,1,0,0,0,0,1,0,unfurnished
19600,3420,5,1,2,0,0,0,0,0,0,0,unfurnished
18900,1700,3,1,2,1,0,0,0,0,0,0,unfurnished
18900,3649,2,1,1,1,0,0,0,0,0,0,unfurnished
18550,2990,2,1,1,0,0,0,0,0,1,0,unfurnished
18200,3000,2,1,1,1,0,1,0,0,2,0,unfurnished
17671,2400,3,1,1,0,0,0,0,0,0,0,semi-furnished
17500,3620,2,1,1,1,0,0,0,0,0,0,unfurnished
17500,2910,3,1,1,0,0,0,0,0,0,0,furnished
17500,3850,3,1,2,1,0,0,0,0,0,0,unfurnished
